id,created_datetime,index,document_type,year,full_name,office,position,position_type,position_category,corruptionAffected,relation_type,person,persons,company_ua,company_id,company_name,description,emitent_citizen,paid,full_name_office_position,unique_guids
nacp_0bc6dacd-c8ce-4d63-a9c7-98c7cdcac81d,2020-01-04 14:41:19,691.0,Щорічна,2019,Богомазов Павло Сергійович,Верховна Рада України,ПОМІЧНИК-КОНСУЛЬТАНТ НАРОДНОГО ДЕПУТАТА УКРАЇНИ,,,Ні,8.0,,,1.0,42069557,"АДВОКАТСЬКЕ ОБ'ЄДНАННЯ ""БОГОМАЗОВ ТА ПАРТНЕРИ""",,,,богомазов павло сергійович верховна рада україни помічник-консультант народного депутата україни,1
nacp_0bc6dacd-c8ce-4d63-a9c7-98c7cdcac81d,2020-01-04 14:41:19,691.0,Щорічна,2019,Богомазов Павло Сергійович,Верховна Рада України,ПОМІЧНИК-КОНСУЛЬТАНТ НАРОДНОГО ДЕПУТАТА УКРАЇНИ,,,Ні,15.0,,,1.0,41000562,"громадська організація ""Рух нових сил Михайла Саакашвілі""",голова,"Юридична особа, зареєстрована в Україні",Не оплачувана,богомазов павло сергійович верховна рада україни помічник-консультант народного депутата україни,1
nacp_0bc6dacd-c8ce-4d63-a9c7-98c7cdcac81d,2020-01-04 14:41:19,691.0,Щорічна,2019,Богомазов Павло Сергійович,Верховна Рада України,ПОМІЧНИК-КОНСУЛЬТАНТ НАРОДНОГО ДЕПУТАТА УКРАЇНИ,,,Ні,15.0,,,1.0,40528675,"громадська організація ""Національна антикорупційна платформа""",голова,"Юридична особа, зареєстрована в Україні",Не оплачувана,богомазов павло сергійович верховна рада україни помічник-консультант народного депутата україни,1
nacp_0bc6dacd-c8ce-4d63-a9c7-98c7cdcac81d,2020-01-04 14:41:19,691.0,Щорічна,2019,Богомазов Павло Сергійович,Верховна Рада України,ПОМІЧНИК-КОНСУЛЬТАНТ НАРОДНОГО ДЕПУТАТА УКРАЇНИ,,,Ні,15.0,,,1.0,42069557,"адвокатське об'єднання ""БОГОМАЗОВ ТА ПАРТНЕРИ""",керуючий партнер,"Юридична особа, зареєстрована в Україні",Не оплачувана,богомазов павло сергійович верховна рада україни помічник-консультант народного депутата україни,1
nacp_0bc6dacd-c8ce-4d63-a9c7-98c7cdcac81d,2020-01-04 14:41:19,691.0,Щорічна,2019,Богомазов Павло Сергійович,Верховна Рада України,ПОМІЧНИК-КОНСУЛЬТАНТ НАРОДНОГО ДЕПУТАТА УКРАЇНИ,,,Ні,15.0,,,,,,помічник-консультант народного депутата України,Громадянин України,Оплачувана,богомазов павло сергійович верховна рада україни помічник-консультант народного депутата україни,1
nacp_e3d6a3e4-4ba5-49fc-9c4d-bcd88a3ebb53,2020-01-27 07:46:28,731.0,Щорічна,2019,Саєнко Богдан Олександрович,Апарат Верховної Ради України,помічник-консультант народного депутата,Посада державної служби,Б,Так,15.0,,,1.0,42840113,"АО ""ЮК""Капітал""",адвокат,"Юридична особа, зареєстрована в Україні",Оплачувана,саєнко богдан олександрович апарат верховної ради україни помічник-консультант народного депутата,1
nacp_d11fa4a7-a6b4-4773-8263-a6c82d921ad1,2020-01-28 13:23:51,143.0,Щорічна,2019,Сухов Олександр Сергійович,Апарат Верховної Ради України,Народний депутат України ,Посада державної служби,А,Так,9.0,1,,1.0,,АО Вельможний та партнери,,,,сухов олександр сергійович апарат верховної ради україни народний депутат україни ,1
nacp_1d5a2391-85cd-4000-b76d-9977b23f4a7a,2020-01-29 19:31:08,485.0,Щорічна,2019,Федоренко Ігор Петрович,тимчасово не працюю,Кандидат на посаду - Народний Депутат України,Посадова особа юридичної особи публічного права,,Ні,9.0,1580300055293,,1.0,32978289,ЄВРОЕКСПОРТ,,,,федоренко ігор петрович тимчасово не працюю кандидат на посаду - народний депутат україни,1
nacp_1d5a2391-85cd-4000-b76d-9977b23f4a7a,2020-01-29 19:31:08,485.0,Щорічна,2019,Федоренко Ігор Петрович,тимчасово не працюю,Кандидат на посаду - Народний Депутат України,Посадова особа юридичної особи публічного права,,Ні,8.0,,,1.0,32978289,ЄВРОЕКСПОРТ,,,,федоренко ігор петрович тимчасово не працюю кандидат на посаду - народний депутат україни,1
nacp_fe018969-05bd-4801-9902-85707b956711,2020-01-30 13:20:06,552.0,Щорічна,2019,Храпатий Сергій Вікторович,Верховна Рада України,помічник-консультант народного депутата України,Посада державної служби,,Ні,8.0,,,1.0,41501607,ЄС ПАРТНЕРС,,,,храпатий сергій вікторович верховна рада україни помічник-консультант народного депутата україни,1
nacp_fe018969-05bd-4801-9902-85707b956711,2020-01-30 13:20:06,552.0,Щорічна,2019,Храпатий Сергій Вікторович,Верховна Рада України,помічник-консультант народного депутата України,Посада державної служби,,Ні,15.0,,,1.0,20064120,Апарат Верховної Ради України,помічник-консультант народного депутата України,"Юридична особа, зареєстрована в Україні",Оплачувана,храпатий сергій вікторович верховна рада україни помічник-консультант народного депутата україни,1
nacp_fe018969-05bd-4801-9902-85707b956711,2020-01-30 13:20:06,552.0,Щорічна,2019,Храпатий Сергій Вікторович,Верховна Рада України,помічник-консультант народного депутата України,Посада державної служби,,Ні,15.0,,,1.0,22907278,Інститут законодавства Верховної Ради України,наукова діяльність,"Юридична особа, зареєстрована в Україні",Оплачувана,храпатий сергій вікторович верховна рада україни помічник-консультант народного депутата україни,1
nacp_fe018969-05bd-4801-9902-85707b956711,2020-01-30 13:20:06,552.0,Щорічна,2019,Храпатий Сергій Вікторович,Верховна Рада України,помічник-консультант народного депутата України,Посада державної служби,,Ні,15.0,,,1.0,02070944,Київський національний університет імені Тараса Шевченка,науково-педагогічна діяльність,"Юридична особа, зареєстрована в Україні",Оплачувана,храпатий сергій вікторович верховна рада україни помічник-консультант народного депутата україни,1
nacp_2add51cd-70ee-48a2-9538-fb3ae69fc48a,2020-02-03 16:25:37,466.0,Щорічна,2019,Мацола Роман Миколайович,Верховна Рада України,Народний депутат,Посада державної служби,А,Ні,8.0,,,1.0,42475987,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ 'МЕДІАЛЬТ',,,,мацола роман миколайович верховна рада україни народний депутат,1
nacp_2add51cd-70ee-48a2-9538-fb3ae69fc48a,2020-02-03 16:25:37,466.0,Щорічна,2019,Мацола Роман Миколайович,Верховна Рада України,Народний депутат,Посада державної служби,А,Ні,8.0,,,1.0,43420991,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ 'КОМПАНІЯ РММ',,,,мацола роман миколайович верховна рада україни народний депутат,1
nacp_2add51cd-70ee-48a2-9538-fb3ae69fc48a,2020-02-03 16:25:37,466.0,Щорічна,2019,Мацола Роман Миколайович,Верховна Рада України,Народний депутат,Посада державної служби,А,Ні,15.0,,,,,,"Голова ОСББ ""Люкс ПЛЮС""",,Не оплачувана,мацола роман миколайович верховна рада україни народний депутат,1
nacp_2add51cd-70ee-48a2-9538-fb3ae69fc48a,2020-02-03 16:25:37,466.0,Щорічна,2019,Мацола Роман Миколайович,Верховна Рада України,Народний депутат,Посада державної служби,А,Ні,9.0,1518531034439,,1.0,42475987,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ 'МЕДІАЛЬТ',,,,мацола роман миколайович верховна рада україни народний депутат,1
nacp_2add51cd-70ee-48a2-9538-fb3ae69fc48a,2020-02-03 16:25:37,466.0,Щорічна,2019,Мацола Роман Миколайович,Верховна Рада України,Народний депутат,Посада державної служби,А,Ні,9.0,1,,1.0,43420991,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ 'КОМПАНІЯ РММ',,,,мацола роман миколайович верховна рада україни народний депутат,1
nacp_e2f12e8c-1908-42a7-9060-9607b058f9aa,2020-02-05 19:26:04,451.0,Щорічна,2019,Остапчук Олександр Леонідович,Верховна Рада України,помічник-консультант народного депутата,,,Ні,15.0,,,1.0,38375193,"ТОВ ""Ост-Інвест Компані""",Директор,"Юридична особа, зареєстрована в Україні",Оплачувана,остапчук олександр леонідович верховна рада україни помічник-консультант народного депутата,1
nacp_e2f12e8c-1908-42a7-9060-9607b058f9aa,2020-02-05 19:26:04,451.0,Щорічна,2019,Остапчук Олександр Леонідович,Верховна Рада України,помічник-консультант народного депутата,,,Ні,8.0,,,0.0,368881900,Ноубл Девелопмент,,,,остапчук олександр леонідович верховна рада україни помічник-консультант народного депутата,1
nacp_e2f12e8c-1908-42a7-9060-9607b058f9aa,2020-02-05 19:26:04,451.0,Щорічна,2019,Остапчук Олександр Леонідович,Верховна Рада України,помічник-консультант народного депутата,,,Ні,15.0,,,1.0,43207909,"ТОВ ""Голден Спайс""",Директор,"Юридична особа, зареєстрована в Україні",Оплачувана,остапчук олександр леонідович верховна рада україни помічник-консультант народного депутата,1
nacp_e2f12e8c-1908-42a7-9060-9607b058f9aa,2020-02-05 19:26:04,451.0,Щорічна,2019,Остапчук Олександр Леонідович,Верховна Рада України,помічник-консультант народного депутата,,,Ні,8.0,,,1.0,37808224,Євроальянс плюс,,,,остапчук олександр леонідович верховна рада україни помічник-консультант народного депутата,1
nacp_e2f12e8c-1908-42a7-9060-9607b058f9aa,2020-02-05 19:26:04,451.0,Щорічна,2019,Остапчук Олександр Леонідович,Верховна Рада України,помічник-консультант народного депутата,,,Ні,8.0,,,1.0,43207909,Голден Спайс,,,,остапчук олександр леонідович верховна рада україни помічник-консультант народного депутата,1
nacp_e2f12e8c-1908-42a7-9060-9607b058f9aa,2020-02-05 19:26:04,451.0,Щорічна,2019,Остапчук Олександр Леонідович,Верховна Рада України,помічник-консультант народного депутата,,,Ні,8.0,,,0.0,0000774471,Ноубл Девелопмент,,,,остапчук олександр леонідович верховна рада україни помічник-консультант народного депутата,1
nacp_e2f12e8c-1908-42a7-9060-9607b058f9aa,2020-02-05 19:26:04,451.0,Щорічна,2019,Остапчук Олександр Леонідович,Верховна Рада України,помічник-консультант народного депутата,,,Ні,8.0,,,1.0,38375193,Ост-Інвест Компані,,,,остапчук олександр леонідович верховна рада україни помічник-консультант народного депутата,1
nacp_0f340782-5391-40a0-88bf-a88f81be5b8b,2020-02-17 20:11:03,714.0,Щорічна,2019,Переста Юрій-Віктор Юрійович,Верховна Рада України,помічник-консультант народного депутата,Посадова особа юридичної особи публічного права,,Ні,9.0,1,,1.0,40306789,Діа-Лаб,,,,переста юрій-віктор юрійович верховна рада україни помічник-консультант народного депутата,1
nacp_0f340782-5391-40a0-88bf-a88f81be5b8b,2020-02-17 20:11:03,714.0,Щорічна,2019,Переста Юрій-Віктор Юрійович,Верховна Рада України,помічник-консультант народного депутата,Посадова особа юридичної особи публічного права,,Ні,9.0,1581866395850,,0.0,48 287 580,Sanitas P.K.,,,,переста юрій-віктор юрійович верховна рада україни помічник-консультант народного депутата,1
nacp_0f340782-5391-40a0-88bf-a88f81be5b8b,2020-02-17 20:11:03,714.0,Щорічна,2019,Переста Юрій-Віктор Юрійович,Верховна Рада України,помічник-консультант народного депутата,Посадова особа юридичної особи публічного права,,Ні,8.0,,,0.0,48287580,Санітас П.К.,,,,переста юрій-віктор юрійович верховна рада україни помічник-консультант народного депутата,1
nacp_0f340782-5391-40a0-88bf-a88f81be5b8b,2020-02-17 20:11:03,714.0,Щорічна,2019,Переста Юрій-Віктор Юрійович,Верховна Рада України,помічник-консультант народного депутата,Посадова особа юридичної особи публічного права,,Ні,8.0,,,1.0,39774774,ТОВ Діамед ,,,,переста юрій-віктор юрійович верховна рада україни помічник-консультант народного депутата,1
nacp_0f340782-5391-40a0-88bf-a88f81be5b8b,2020-02-17 20:11:03,714.0,Щорічна,2019,Переста Юрій-Віктор Юрійович,Верховна Рада України,помічник-консультант народного депутата,Посадова особа юридичної особи публічного права,,Ні,8.0,,,1.0,40306789,ТОВ Діа-Лаб,,,,переста юрій-віктор юрійович верховна рада україни помічник-консультант народного депутата,1
nacp_0f340782-5391-40a0-88bf-a88f81be5b8b,2020-02-17 20:11:03,714.0,Щорічна,2019,Переста Юрій-Віктор Юрійович,Верховна Рада України,помічник-консультант народного депутата,Посадова особа юридичної особи публічного права,,Ні,9.0,1581866613344,,1.0,39774774,Медичний центр Діамед,,,,переста юрій-віктор юрійович верховна рада україни помічник-консультант народного депутата,1
nacp_55eee4e2-e6e3-463d-8289-7a5868ab5345,2020-02-18 16:04:48,637.0,Щорічна,2019,Жирівський Михайло Дем'янович,Управління справами апарату Верховної Ради України,помічник-консультант народного депутата України Богданця А.В.,Посадова особа юридичної особи публічного права,,Ні,15.0,,,1.0,20064120,Управління справами апарату Верховної ради України,Помічник-консультант народного депутата України Богданця А.В.,"Юридична особа, зареєстрована в Україні",Оплачувана,жирівський михайло дем'янович управління справами апарату верховної ради україни помічник-консультант народного депутата україни богданця а.в.,1
nacp_188041ca-939f-44fd-b331-8eed9cd5b615,2020-02-18 22:39:34,600.0,Щорічна,2019,Ткаченко Тетяна Юріївна,Управління справами Апарату Верховної Ради України,помічник-консультант народного депутата України,,,Ні,15.0,,,1.0,20064120,Управління справами Апарату Верховної Ради України,помічник-консультант народного депутата,"Юридична особа, зареєстрована в Україні",Оплачувана,ткаченко тетяна юріївна управління справами апарату верховної ради україни помічник-консультант народного депутата україни,1
nacp_f6d51027-7936-48db-9b3a-6110e9fb6030,2020-02-19 19:09:15,532.0,Щорічна,2019,Гогоша Ігор Зіновійович,Верховна Рада України,Помічник-консультант народного депутата України,,,Ні,15.0,,,1.0,40843835,"ТЗОВ ""ЛІДЕР-ОРТО""",Заступник директора ,"Юридична особа, зареєстрована в Україні",Оплачувана,гогоша ігор зіновійович верховна рада україни помічник-консультант народного депутата україни,1
nacp_f6d51027-7936-48db-9b3a-6110e9fb6030,2020-02-19 19:09:15,532.0,Щорічна,2019,Гогоша Ігор Зіновійович,Верховна Рада України,Помічник-консультант народного депутата України,,,Ні,15.0,,,1.0,20858446,"ГО ЛЦСЗРОІ ""СОЗАРІН""",Виконавчий директор ,"Юридична особа, зареєстрована в Україні",Оплачувана,гогоша ігор зіновійович верховна рада україни помічник-консультант народного депутата україни,1
nacp_ff88a131-2f9c-49e0-bad4-db2c72ef91d6,2020-02-27 11:32:52,572.0,Щорічна,2019,Рябовол Яна Ігорівна,Верховна Рада України,помічник-консультант народного депутата України,Посадова особа юридичної особи публічного права,,Ні,9.0,1,,1.0,42569006,Центр розслідування корупційних схем,,,,рябовол яна ігорівна верховна рада україни помічник-консультант народного депутата україни,1
nacp_ad53fd81-d85d-4af1-998d-adca8ba1bce3,2020-02-27 16:31:07,674.0,Щорічна,2019,Полтавська Вікторія Володимирівна,Апарат Верховної Ради України,помічник-консультант народного депутата України,,,Ні,9.0,1490805748634,,1.0,38727367,ФМ КОНСАЛТ,,,,полтавська вікторія володимирівна апарат верховної ради україни помічник-консультант народного депутата україни,1
nacp_ad53fd81-d85d-4af1-998d-adca8ba1bce3,2020-02-27 16:31:07,674.0,Щорічна,2019,Полтавська Вікторія Володимирівна,Апарат Верховної Ради України,помічник-консультант народного депутата України,,,Ні,8.0,,,1.0,38727367,ФМ КОНСАЛТ,,,,полтавська вікторія володимирівна апарат верховної ради україни помічник-консультант народного депутата україни,1
nacp_756ba904-5eaf-40bf-899a-ebc332907b71,2020-03-02 17:33:50,432.0,Щорічна,2019,Патей Григорій Григорович,Апарат Верховної Ради України ,"помічник-консультант народного депутата України, (депутат Бердянської міської ради Запорізької області)",,,Ні,15.0,,,1.0,23794882,"Товариство з обмеженою відповідальністю Транспортна Компанія ""Бердянськавтотранс""",головний інженер,"Юридична особа, зареєстрована в Україні",Оплачувана,"патей григорій григорович апарат верховної ради україни  помічник-консультант народного депутата україни, (депутат бердянської міської ради запорізької області)",1
nacp_a87129a5-a3d0-4c08-89ff-7419e843855e,2020-03-03 10:54:53,400.0,Щорічна,2019,Макаренко Михайло Васильович,Верховна Рада України,Народний депутат України,,,Ні,15.0,,,1.0,26345446,"БФ ""Підтримки материнства, дитинства та радіаційної безпеки""",Керівник,"Юридична особа, зареєстрована в Україні",Не оплачувана,макаренко михайло васильович верховна рада україни народний депутат україни,1
nacp_a87129a5-a3d0-4c08-89ff-7419e843855e,2020-03-03 10:54:53,400.0,Щорічна,2019,Макаренко Михайло Васильович,Верховна Рада України,Народний депутат України,,,Ні,15.0,,,1.0,263454466,"ГО""Фонд сприяння розвитку акушерської допомоги ім. С.В.Берчика""",Голова фонду,"Юридична особа, зареєстрована в Україні",Не оплачувана,макаренко михайло васильович верховна рада україни народний депутат україни,1
nacp_a87129a5-a3d0-4c08-89ff-7419e843855e,2020-03-03 10:54:53,400.0,Щорічна,2019,Макаренко Михайло Васильович,Верховна Рада України,Народний депутат України,,,Ні,15.0,,,1.0,02010787,НМУ ім. О.О.Богомольця,"Професор, д.м.н.","Юридична особа, зареєстрована в Україні",Оплачувана,макаренко михайло васильович верховна рада україни народний депутат україни,1
nacp_422df613-92fa-462b-8c3e-fde2ccfc56f2,2020-03-06 21:34:31,536.0,Щорічна,2019,Філоненко Михайло Миколайович,Апарат Верховної Ради України,помічник народного депутата України,,,Ні,15.0,,,1.0,04591860,Малинське споживче товариство,юрист,"Юридична особа, зареєстрована в Україні",Оплачувана,філоненко михайло миколайович апарат верховної ради україни помічник народного депутата україни,1
nacp_e47cd92a-792e-4c3d-88e9-bf18d283c6aa,2020-03-11 19:56:56,726.0,Щорічна,2019,Висоцький Артем Миколайович,Управління справами Апарату Верховної Ради України,помічник-консультант народного депутата ,,,Ні,8.0,,,1.0,39770958,СІГМА-СЕРВІС СУППОРТ,,,,висоцький артем миколайович управління справами апарату верховної ради україни помічник-консультант народного депутата ,1
nacp_5b6d0da0-2595-4661-a091-cd22f39513f3,2020-03-11 21:14:22,554.0,Щорічна,2019,Андрійович Зіновій Мирославович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,38200922,ТзОВ Максимко,,,,андрійович зіновій мирославович верховна рада україни народний депутат україни,1
nacp_5b6d0da0-2595-4661-a091-cd22f39513f3,2020-03-11 21:14:22,554.0,Щорічна,2019,Андрійович Зіновій Мирославович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1489138645393,,1.0,38200922,ТОВ Максимко,,,,андрійович зіновій мирославович верховна рада україни народний депутат україни,1
nacp_de202915-a68d-40df-8f97-1d814226504e,2020-03-11 23:52:56,44.0,Щорічна,2019,Макар'ян Давид Борисович,Верховна Рада України,народний депутат України,Посада державної служби,А,Ні,9.0,1,,1.0,39497047,ФОНД ПОЗИВНИЙ ГОРИНИЧ,,,,макар'ян давид борисович верховна рада україни народний депутат україни,1
nacp_6b3a417a-e422-4c5a-8c26-584fc589ce8d,2020-03-12 22:59:04,712.0,Щорічна,2019,Яковенко Анатолій Іванович,Управління справами Апарату Верховної Ради України,Помічник - консультант народного депутата,,,Ні,8.0,,,1.0,36956321,ТОВ Щедрий дачник,,,,яковенко анатолій іванович управління справами апарату верховної ради україни помічник - консультант народного депутата,1
nacp_6b3a417a-e422-4c5a-8c26-584fc589ce8d,2020-03-12 22:59:04,712.0,Щорічна,2019,Яковенко Анатолій Іванович,Управління справами Апарату Верховної Ради України,Помічник - консультант народного депутата,,,Ні,8.0,,,1.0,37824346,ТОВ Успенський рибгосп,,,,яковенко анатолій іванович управління справами апарату верховної ради україни помічник - консультант народного депутата,1
nacp_6b3a417a-e422-4c5a-8c26-584fc589ce8d,2020-03-12 22:59:04,712.0,Щорічна,2019,Яковенко Анатолій Іванович,Управління справами Апарату Верховної Ради України,Помічник - консультант народного депутата,,,Ні,8.0,,,1.0,21537193,ТОВ РІВЕКС ЛТД,,,,яковенко анатолій іванович управління справами апарату верховної ради україни помічник - консультант народного депутата,1
nacp_6b3a417a-e422-4c5a-8c26-584fc589ce8d,2020-03-12 22:59:04,712.0,Щорічна,2019,Яковенко Анатолій Іванович,Управління справами Апарату Верховної Ради України,Помічник - консультант народного депутата,,,Ні,9.0,1488466232754,,1.0,21537193,РІВЕКС ЛТД,,,,яковенко анатолій іванович управління справами апарату верховної ради україни помічник - консультант народного депутата,1
nacp_6b3a417a-e422-4c5a-8c26-584fc589ce8d,2020-03-12 22:59:04,712.0,Щорічна,2019,Яковенко Анатолій Іванович,Управління справами Апарату Верховної Ради України,Помічник - консультант народного депутата,,,Ні,9.0,1,,1.0,36956321,ТОВ ЩЕДРИЙ ДАЧНИК,,,,яковенко анатолій іванович управління справами апарату верховної ради україни помічник - консультант народного депутата,1
nacp_6b3a417a-e422-4c5a-8c26-584fc589ce8d,2020-03-12 22:59:04,712.0,Щорічна,2019,Яковенко Анатолій Іванович,Управління справами Апарату Верховної Ради України,Помічник - консультант народного депутата,,,Ні,8.0,,,1.0,1884720300,Фізична особа-підприємець Яковенко Антоніна Михайлівна,,,,яковенко анатолій іванович управління справами апарату верховної ради україни помічник - консультант народного депутата,1
nacp_6b3a417a-e422-4c5a-8c26-584fc589ce8d,2020-03-12 22:59:04,712.0,Щорічна,2019,Яковенко Анатолій Іванович,Управління справами Апарату Верховної Ради України,Помічник - консультант народного депутата,,,Ні,8.0,,,1.0,32108086,ПП Матусина школа,,,,яковенко анатолій іванович управління справами апарату верховної ради україни помічник - консультант народного депутата,1
nacp_7fd3224d-e3d8-4f20-b23b-2db241ce90ab,2020-03-13 00:51:48,447.0,Щорічна,2019,Захарченко Анастасія Володимирівна,Верховна Рада України,Помічник народного депутата,Посада державної служби,В,Ні,15.0,,,,,,"Аспірант, Рівненський державний гуманітарний університет",,Оплачувана,захарченко анастасія володимирівна верховна рада україни помічник народного депутата,1
nacp_7fd3224d-e3d8-4f20-b23b-2db241ce90ab,2020-03-13 00:51:48,447.0,Щорічна,2019,Захарченко Анастасія Володимирівна,Верховна Рада України,Помічник народного депутата,Посада державної служби,В,Ні,9.0,1584040503931,,1.0,42417223,Сучасні рекламні рішення,,,,захарченко анастасія володимирівна верховна рада україни помічник народного депутата,1
nacp_7fd3224d-e3d8-4f20-b23b-2db241ce90ab,2020-03-13 00:51:48,447.0,Щорічна,2019,Захарченко Анастасія Володимирівна,Верховна Рада України,Помічник народного депутата,Посада державної служби,В,Ні,8.0,,,1.0,42417223,ТОВ Сучасні рекламні рішення,,,,захарченко анастасія володимирівна верховна рада україни помічник народного депутата,1
nacp_c0f25e37-b40d-4106-8b6d-b0dfc79ac660,2020-03-13 10:28:28,570.0,Щорічна,2019,Тімофєєв Павло Анатолійович,Управління справами Апарату Верховної Ради України,помічник-консультант народного депутата України,,,Ні,7.0,,,1.0,39549278,"ТОВ ""РОЯЛ ХАУЗ ГРУП""",,,,тімофєєв павло анатолійович управління справами апарату верховної ради україни помічник-консультант народного депутата україни,1
nacp_241d86d4-5631-4360-bcb2-3ff3eaf0de52,2020-03-13 11:38:20,263.0,Щорічна,2019,Касай Костянтин Іванович,Верховна Рада України,Народний депутат України,,,Так,9.0,1564045813500,,1.0,38439545,ТОВ Полтавабудсервіс плюс,,,,касай костянтин іванович верховна рада україни народний депутат україни,1
nacp_241d86d4-5631-4360-bcb2-3ff3eaf0de52,2020-03-13 11:38:20,263.0,Щорічна,2019,Касай Костянтин Іванович,Верховна Рада України,Народний депутат України,,,Так,8.0,,,1.0,38439545,ТОВ Полтавабудсервіс плюс,,,,касай костянтин іванович верховна рада україни народний депутат україни,1
nacp_827e5f6a-c2eb-479b-8638-f181e4214428,2020-03-13 13:55:04,435.0,Щорічна,2019,Щербаківська Людмила Михайлівна,"Управління справами Верховної Ради України, Вінницька обласна Рада","Помічник-консультант народного депутата України, депутат",,,Ні,9.0,1,,1.0,24903505,ТОВ Універсам,,,,"щербаківська людмила михайлівна управління справами верховної ради україни, вінницька обласна рада помічник-консультант народного депутата україни, депутат",1
nacp_827e5f6a-c2eb-479b-8638-f181e4214428,2020-03-13 13:55:04,435.0,Щорічна,2019,Щербаківська Людмила Михайлівна,"Управління справами Верховної Ради України, Вінницька обласна Рада","Помічник-консультант народного депутата України, депутат",,,Ні,8.0,,,1.0,24903505,ТОВ Універсам,,,,"щербаківська людмила михайлівна управління справами верховної ради україни, вінницька обласна рада помічник-консультант народного депутата україни, депутат",1
nacp_5b133e6b-2fb1-4b8e-a536-0e81b94a84ac,2020-03-13 14:18:13,682.0,Щорічна,2019,Лубінець Яніна Вікторівна,Апарат Верховної Ради України ,Помічник-консультант народного депутата України,,,Ні,8.0,,,1.0,22008723,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ДИСК,,,,лубінець яніна вікторівна апарат верховної ради україни  помічник-консультант народного депутата україни,1
nacp_2a01bd30-e3c6-4e70-9111-0a245a6ad248,2020-03-13 21:02:57,184.0,Щорічна,2019,Макаров Олег Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,19016653,Товариство з обмеженою відповідальністю ВАСИЛЬ КІСІЛЬ І ПАРТНЕРИ,,,,макаров олег анатолійович верховна рада україни народний депутат україни,1
nacp_2a01bd30-e3c6-4e70-9111-0a245a6ad248,2020-03-13 21:02:57,184.0,Щорічна,2019,Макаров Олег Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,34911734,Обслуговуючий кооператив ЗОЛОТОВОРІТСЬКИЙ,,,,макаров олег анатолійович верховна рада україни народний депутат україни,1
nacp_2a01bd30-e3c6-4e70-9111-0a245a6ad248,2020-03-13 21:02:57,184.0,Щорічна,2019,Макаров Олег Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,19016653,Товариство з обмеженою відповідальністю ВАСИЛЬ КІСІЛЬ І ПАРТНЕРИ,,,,макаров олег анатолійович верховна рада україни народний депутат україни,1
nacp_2a01bd30-e3c6-4e70-9111-0a245a6ad248,2020-03-13 21:02:57,184.0,Щорічна,2019,Макаров Олег Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,7.0,,,1.0,00013480,Міністерство фінансів України,,,,макаров олег анатолійович верховна рада україни народний депутат україни,1
nacp_2a01bd30-e3c6-4e70-9111-0a245a6ad248,2020-03-13 21:02:57,184.0,Щорічна,2019,Макаров Олег Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,15.0,,,1.0,22883141,КИЇВСЬКА МІСЬКА РАДА,Депутат Київської міської ради,"Юридична особа, зареєстрована в Україні",Не оплачувана,макаров олег анатолійович верховна рада україни народний депутат україни,1
nacp_2a01bd30-e3c6-4e70-9111-0a245a6ad248,2020-03-13 21:02:57,184.0,Щорічна,2019,Макаров Олег Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,15.0,,,1.0,19016653,Товариство з обмеженою відповідальністю ВАСИЛЬ КІСІЛЬ І ПАРТНЕРИ,Заступник директора,"Юридична особа, зареєстрована в Україні",Оплачувана,макаров олег анатолійович верховна рада україни народний депутат україни,1
nacp_74494455-ef60-4788-80ec-5ed49a1b6f5f,2020-03-15 16:48:06,140.0,Щорічна,2019,Ватрас Володимир Антонович,Верховна Рада України ,Народний депутат України ,,,Ні,15.0,,,1.0,14163438,Хмельницький університет управління та права імені Леоніда Юзькова,професор кафедри цивільного права та процесу,"Юридична особа, зареєстрована в Україні",Оплачувана,ватрас володимир антонович верховна рада україни  народний депутат україни ,1
nacp_3873f0da-a5c0-4983-ab43-5d470ece2e15,2020-03-15 21:02:06,467.0,Щорічна,2019,Борзова Ірина Наумівна,Верховна Рада України,народний депутат,,,Ні,8.0,,,1.0,36679406,Профіль-Н,,,,борзова ірина наумівна верховна рада україни народний депутат,1
nacp_3873f0da-a5c0-4983-ab43-5d470ece2e15,2020-03-15 21:02:06,467.0,Щорічна,2019,Борзова Ірина Наумівна,Верховна Рада України,народний депутат,,,Ні,8.0,,,1.0,39713931,САЙБОР,,,,борзова ірина наумівна верховна рада україни народний депутат,1
