id,created_datetime,index,document_type,year,full_name,office,position,position_type,position_category,corruptionAffected,relation_type,person,persons,company_ua,company_id,company_name,description,emitent_citizen,paid,full_name_office_position,unique_guids
nacp_736441df-2d53-41bd-a80e-902061b3e47c,2020-05-28 17:51:35,244.0,Щорічна,2019,Пасічний Олександр Станіславович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,39435876,ІМІДЖ-2014,,,,пасічний олександр станіславович верховна рада україни народний депутат україни,1
nacp_736441df-2d53-41bd-a80e-902061b3e47c,2020-05-28 17:51:35,244.0,Щорічна,2019,Пасічний Олександр Станіславович,Верховна Рада України,Народний депутат України,,,Ні,15.0,,,1.0,13858948,Громадська спілка Асоціація футболу Миколаївської області,Голова Асоціації,"Юридична особа, зареєстрована в Україні",Не оплачувана,пасічний олександр станіславович верховна рада україни народний депутат україни,1
nacp_736441df-2d53-41bd-a80e-902061b3e47c,2020-05-28 17:51:35,244.0,Щорічна,2019,Пасічний Олександр Станіславович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1584094485556,,1.0,39435876,ТОВ ІМІДЖ-2014,,,,пасічний олександр станіславович верховна рада україни народний депутат україни,1
nacp_00dabaef-3780-4e08-b327-cbdc59fc02c4,2020-05-28 18:29:55,82.0,Щорічна,2019,Воронов Володимир Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1,,1.0,32757690,АМАЛЬГАМА,,,,воронов володимир анатолійович верховна рада україни народний депутат україни,1
nacp_00dabaef-3780-4e08-b327-cbdc59fc02c4,2020-05-28 18:29:55,82.0,Щорічна,2019,Воронов Володимир Анатолійович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,32757690,АМАЛЬГАМА,,,,воронов володимир анатолійович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1476182786551,,1.0,38030199,Товариство з обмеженою відповідальністю ХМІЛЬНИЦЬКИЙ ЗАВОД СУХОГО ЗНЕЖИРЕНОГО МОЛОКА МОЛОЧНИЙ ВІЗИТ,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1476182786551,,1.0,42647120,Товариство з обмеженою відповідальністю АДАМПІЛЬСЬКИЙ КОМБІКОРМОВИЙ ЗАВОД,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,38030199,Товариство з обмеженою відповідальністю Хмільницький завод сухого знежиреного молока Молочний візит,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,02129063,Агропромислове науково - виробниче підприємство Візит ,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1476182786551,,1.0,02129063,Агропромислове науково-виробниче підприємство ВІЗИТ,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1476182786551,,1.0,42678803,Товариство з обмеженою відповідальністю НАШ ВІЗИТ ,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,42678803,Товариство з обмеженою відповідальністю НАШ ВІЗИТ,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_795795f8-e34e-4665-a895-a5556ebb2851,2020-05-28 18:33:03,171.0,Щорічна,2019,Юрчишин Петро Васильович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,42647120,Товариство з обмеженою відповідальністю Адампільський комбікормовий завод,,,,юрчишин петро васильович верховна рада україни народний депутат україни,1
nacp_31a0c737-6db4-42ed-825b-2b64e4c9a14e,2020-05-28 19:14:01,232.0,Щорічна,2019,Немиря Григорій Михайлович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,38091136,Українське інтернет телебачення,,,,немиря григорій михайлович верховна рада україни народний депутат україни,1
nacp_31a0c737-6db4-42ed-825b-2b64e4c9a14e,2020-05-28 19:14:01,232.0,Щорічна,2019,Немиря Григорій Михайлович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1477564133274,,1.0,38091136,УКРАЇНСЬКЕ ІНТЕРНЕТ ТЕЛЕБАЧЕННЯ,,,,немиря григорій михайлович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,9.0,1,,1.0,38798160,Східноєвропейський колегіум територіальної державної служби та місцевого самоврядування,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,8.0,,,1.0,22188916,ГЕРБУРТ,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,8.0,,,1.0,36765683,ПРИКАРПАТТЯ ІНВЕСТ,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,8.0,,,1.0,38798160,СХІДНОЄВРОПЕЙСЬКИЙ КОЛЕГІУМ ТЕРИТОРІАЛЬНОЇ ДЕРЖАВНОЇ СЛУЖБИ ТА МІСЦЕВОГО САМОВРЯДУВАННЯ,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,9.0,1,,1.0,221888916,ГЕРБУРТ,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,8.0,,,0.0,288651,ЗЕВАНА ІНВЕСТМЕНТС ЛІМІТЕД,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,9.0,1,,0.0,288651,Zewana Investments limited,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_70e08a0c-6d60-4adc-bfa8-74f701aaed0e,2020-05-28 19:33:08,245.0,Щорічна,2019,Лопушанський Андрій Ярославович,Верховна Рада України,Народний депутат України,Посада державної служби,А,Так,9.0,1,,1.0,36765683,ПРИКАРПАТТЯ ІНВЕСТ,,,,лопушанський андрій ярославович верховна рада україни народний депутат україни,1
nacp_b1c7f47e-9537-42a8-aad5-2369b5be31ac,2020-05-28 20:56:31,318.0,Щорічна,2019,Геращенко Ірина Володимирівна,Верховна Рада України,народний депутат України,Посадова особа юридичної особи публічного права,,Ні,9.0,1583343505113,,0.0,11056326,SkyNet Global Vision,,,,геращенко ірина володимирівна верховна рада україни народний депутат україни,1
nacp_b1c7f47e-9537-42a8-aad5-2369b5be31ac,2020-05-28 20:56:31,318.0,Щорічна,2019,Геращенко Ірина Володимирівна,Верховна Рада України,народний депутат України,Посадова особа юридичної особи публічного права,,Ні,9.0,1583343505113,,1.0,43174947,ТОВ Пояс та шлях Україна,,,,геращенко ірина володимирівна верховна рада україни народний депутат україни,1
nacp_b1c7f47e-9537-42a8-aad5-2369b5be31ac,2020-05-28 20:56:31,318.0,Щорічна,2019,Геращенко Ірина Володимирівна,Верховна Рада України,народний депутат України,Посадова особа юридичної особи публічного права,,Ні,9.0,1583343505113,,1.0,34616496,Ю ей кепіталз,,,,геращенко ірина володимирівна верховна рада україни народний депутат україни,1
nacp_b1c7f47e-9537-42a8-aad5-2369b5be31ac,2020-05-28 20:56:31,318.0,Щорічна,2019,Геращенко Ірина Володимирівна,Верховна Рада України,народний депутат України,Посадова особа юридичної особи публічного права,,Ні,8.0,,,1.0,34616496,Ю ей кепіталз,,,,геращенко ірина володимирівна верховна рада україни народний депутат україни,1
nacp_b1c7f47e-9537-42a8-aad5-2369b5be31ac,2020-05-28 20:56:31,318.0,Щорічна,2019,Геращенко Ірина Володимирівна,Верховна Рада України,народний депутат України,Посадова особа юридичної особи публічного права,,Ні,8.0,,,0.0,11056326,Скайнет Глобал Віжн,,,,геращенко ірина володимирівна верховна рада україни народний депутат україни,1
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,35981755,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «УКРАЇНСЬКА ІНВЕСТИЦІЙНО-БУДІВЕЛЬНА КОМПАНІЯ «УКРСПОРТБУДІНВЕСТ»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE274646,PROTOGEMS INVESTMENTS LIMITED ,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE195970,SOURCAL DEVELOPMENT LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1197746219120,RENAISSANCE Joint-stock company.,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE327502,VENTOLOR INVESTMENTS LIMITED ,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1046151001071,Novoshakhtin Oil Refinery OPEN JOINT STOCK COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,30155993,ПРИВАТНЕ АГРОПРОМИСЛОВЕ ПІДПРИЄМСТВО «КОЛОС»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,35172594,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛАНДРАС-АГРО»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,42649903,БЛАГОДІЙНА ОРГАНІЗАЦІЯ «БЛАГОДІЙНИЙ ФОНД «ОКСАНИ МАРЧЕНКО»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,31243163,ПРИВАТНЕ ПІДПРИЄМСТВО «ОМЕГА-TV»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,33447980,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІНВЕСТИЦІЙНА КОМПАНІЯ «СПОРТ-ТУР»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,36083830,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МБК АГРОТЕХНІКА»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,32706734,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІНВЕСТИЦІЙНА КОМПАНІЯ «УКРКАПІТАЛ»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1197746450648,INVESTMENT PROPOSALS JOINT STOCK COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,38062440,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НАУКОВО-ВИРОБНИЧА ФІРМА «ГЕОФІЗИКА-21»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,35775224,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФОРПОСТІНВЕСТ»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,38388438,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГЕОФІЗИКА-777»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,33102745,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІНВЕСТИЦІЙНА КОМПАНІЯ «ТЕРРА-ІНВЕСТ»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1066167034955,SOUTH ENERGY LIMITED LIABILITY COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE298246,CHERIVO DEVELOPMENT LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,C 24002,TRUSTCORE OVERSEAS LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1197746445896,THE BASICS OF INVESTMENT JOINT STOCK COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,5167746293248,TREND OPTIMA LIMITED LIABILITY COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1157746283221,LIMITED LIABILITY COMPANY TAVRIA-INVEST,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1149102027953,FIRM UKRSNAB LIMITED LIABILITY COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE327492,VENTOLOR HOLDING LIMITED ,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,C 59280,SUNOR LTD ,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,36649303,ПРИВАТНЕ ПІДПРИЄМСТВО «ГАЛИЧИНА-ОРГАНІК»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1096195005037,NRNP TRADE LIMITED LIABILITY COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1177746683938,TAVRIYA-NORTH INVESTMENT COMPANY LIMITED LIABILITY COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1156196053001,NRNP TRADING HOUSE LIMITED LIABILITY COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1066167034944,ROSWOOD SHIPPING LIMITED LIABILITY COMPANY,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,11149,FOILS OVERSEAS LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,1.0,31774096,ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО «ОСКАР»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,1563000,LAROMA VENTURES LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,"46,813",BILLCAST HOLDINGS LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,36520188,Інвестиційна компанія «Гармонія»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,31243163,ПРИВАТНЕ ПІДПРИЄМСТВО ОМЕГА-ТВ,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,8.0,,,1.0,21564149,Акціонерне товариство закритого типу «КОМПАНІЯ CONCORDIA MEDIKAL»,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE265706,GERTIZ VENTURES LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE293069,RUBRUM COMMERCIAL LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE158086,PERMERIS INVESTMENTS LIMITED,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,4596644,LARIDGE INVESTMENTS LIMITED,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE158743,DYNALOM ENTERPRISES LIMITED,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,4445610,INTERMAY MANAGEMENT LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE242638,MIOSARIA COMMERCIAL LTD ,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE240876,ZOCATINI ENTERPRISES LTD,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE135370,GENRETO COMMERCIAL LIMITED,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
nacp_294babb4-0db7-4692-bd0f-ad9f2f031ba6,2020-05-28 21:46:21,386.0,Щорічна,2019,Медведчук Віктор Володимирович,Верховна Рада України,Народний депутат України,,,Ні,9.0,1583832378056,,0.0,HE140740,VICTOREX LIMITED,,,,медведчук віктор володимирович верховна рада україни народний депутат україни,3
